-1000,-1000,0,0,0,0
-1000,-778,0,0,0,0
-1000,-556,0,0,0,0
-1000,-333,0,0,0,0
-1000,-111,0,0,0,0
-1000,111,0,0,0,0
-1000,333,0,0,0,0
-1000,556,0,0,0,0
-1000,778,0,0,0,0
-1000,1000,0,0,0,0
-778,-1000,0,0,0,0
-778,-778,0,0,0,0
-778,-556,0,0,0,0
-778,-333,0,0,0,0
-778,-111,0,0,0,0
-778,111,0,0,0,0
-778,333,0,0,0,0
-778,556,0,0,0,0
-778,778,0,0,0,0
-778,1000,0,0,0,0
-556,-1000,0,0,0,0
-556,-778,0,0,0,0
-556,-556,0,0,0,0
-556,-333,0,0,0,0
-556,-111,0,0,0,0
-556,111,0,0,0,0
-556,333,0,0,0,0
-556,556,0,0,0,0
-556,778,0,0,0,0
-556,1000,0,0,0,0
-333,-1000,0,0,0,0
-333,-778,0,0,0,0
-333,-556,0,0,0,0
-333,-333,0,0,0,0
-333,-111,0,0,0,0
-333,111,0,0,0,0
-333,333,0,0,0,0
-333,556,0,0,0,0
-333,778,0,0,0,0
-333,1000,0,0,0,0
-111,-1000,0,0,0,0
-111,-778,0,0,0,0
-111,-556,0,0,0,0
-111,-333,0,0,0,0
-111,-111,0,0,0,0
-111,111,0,0,0,0
-111,333,0,0,0,0
-111,556,0,0,0,0
-111,778,0,0,0,0
-111,1000,0,0,0,0
111,-1000,0,0,0,0
111,-778,0,0,0,0
111,-556,0,0,0,0
111,-333,0,0,0,0
111,-111,0,0,0,0
111,111,0,0,0,0
111,333,0,0,0,0
111,556,0,0,0,0
111,778,0,0,0,0
111,1000,0,0,0,0
333,-1000,0,0,0,0
333,-778,0,0,0,0
333,-556,0,0,0,0
333,-333,0,0,0,0
333,-111,0,0,0,0
333,111,0,0,0,0
333,333,0,0,0,0
333,556,0,0,0,0
333,778,0,0,0,0
333,1000,0,0,0,0
556,-1000,0,0,0,0
556,-778,0,0,0,0
556,-556,0,0,0,0
556,-333,0,0,0,0
556,-111,0,0,0,0
556,111,0,0,0,0
556,333,0,0,0,0
556,556,0,0,0,0
556,778,0,0,0,0
556,1000,0,0,0,0
778,-1000,0,0,0,0
778,-778,0,0,0,0
778,-556,0,0,0,0
778,-333,0,0,0,0
778,-111,0,0,0,0
778,111,0,0,0,0
778,333,0,0,0,0
778,556,0,0,0,0
778,778,0,0,0,0
778,1000,0,0,0,0
1000,-1000,0,0,0,0
1000,-778,0,0,0,0
1000,-556,0,0,0,0
1000,-333,0,0,0,0
1000,-111,0,0,0,0
1000,111,0,0,0,0
1000,333,0,0,0,0
1000,556,0,0,0,0
1000,778,0,0,0,0
1000,1000,0,0,0,0
